quote,author,type
The true revolutionary is guided by a great feeling of love. It is impossible to think of a genuine revolutionary lacking this quality.,Che Guevara,che-guevara
We cannot be sure of having something to live for unless we are willing to die for it.,Che Guevara,che-guevara
Silence is argument carried out by other means.,Che Guevara,che-guevara
Cruel leaders are replaced only to have new leaders turn cruel.,Che Guevara,che-guevara
"Above all, always be capable of feeling deeply any injustice committed against anyone, anywhere in the world. This is the most beautiful quality in a revolutionary.",Che Guevara,che-guevara
"Passion is needed for any great work, and for the revolution, passion and audacity are required in big doses.",Che Guevara,che-guevara
"I know you are here to kill me. Shoot, coward, you are only going to kill a man.",Che Guevara,che-guevara
The only passion that guides me is for the truth... I look at everything from this point of view.,Che Guevara,che-guevara
"Remember that the revolution is what is important, and each one of us, alone, is worth nothing.",Che Guevara,che-guevara
I have a wish. It as a fear as well - that in my end will be my beginning.,Che Guevara,che-guevara
I am one of those people who believes that the solution to the world's problems is to be found behind the Iron Curtain.,Che Guevara,che-guevara
"Whenever death may surprise us, let it be welcome if our battle cry has reached even one receptive ear and another hand reaches out to take up our arms.",Che Guevara,che-guevara
"Study hard so that you can master technology, which allows us to master nature.",Che Guevara,che-guevara
"The peasant must always be helped technically, economically, morally and culturally. The guerrilla fighter will be a sort of guiding angel who has fallen into the zone, helping the poor always and bothering the rich as little as possible in the first phases of the war.",Che Guevara,che-guevara
"Many will call me an adventurer - and that I am, only one of a different sort: one of those who risks his skin to prove his platitudes.",Che Guevara,che-guevara
"I could become very rich in Guatemala but by the low method of ratifying my title, opening a clinic, and specialising in allergies. To do that would be the most horrible betrayal of the two 'I's' struggling inside me: the socialist and the traveller.",Che Guevara,che-guevara
I would probably have more in common with a whale than with a bourgeois married couple employed at worthy institutions that I would wipe from the face of the earth if it was given to me to do so.,Che Guevara,che-guevara
The guerrilla fighters should be required to go to bed and get up at fixed hours. Games that have no social function and that hurt the morale of the troops and the consumption of alcoholic drinks should both be prohibited.,Che Guevara,che-guevara
"A political event was that I met Fidel Castro, the Cuban revolutionary. He is a young, intelligent guy, very sure of himself and extraordinarily audacious; I think we hit it off well.",Che Guevara,che-guevara
"It is important to emphasize that guerrilla warfare is a war of the masses, a war of the people. The guerrilla band is an armed nucleus, the fighting vanguard of the people. It draws its great force from the mass of the people themselves.",Che Guevara,che-guevara
How easy it is to govern when one follows a system of consulting the will of the people and one holds as the only norm all the actions which contribute to the well being of the people.,Che Guevara,che-guevara
"I had a project for my life which involved 10 years of wandering, then some years of medical studies and, if any time was left, the great adventure of physics.",Che Guevara,che-guevara
"It is unnecessary to say that Fidel Castro possesses the high qualities of a fighter and statesman: our path, our struggle, and our triumph we owed to his vision.",Che Guevara,che-guevara
Talent without working hard is nothing.,Cristiano Ronaldo,cristiano-ronaldo
"I see myself as the best footballer in the world. If you don't believe you are the best, then you will never achieve all that you are capable of.",Cristiano Ronaldo,cristiano-ronaldo
"I don't mind people hating me, because it pushes me.",Cristiano Ronaldo,cristiano-ronaldo
I'm living a dream I never want to wake up from.,Cristiano Ronaldo,cristiano-ronaldo
"My father always taught me that when you help other people, then God will give you double. And that's what has really happened to me. When I have helped other people who are in need, God has helped me more.",Cristiano Ronaldo,cristiano-ronaldo
"Without football, my life is worth nothing.",Cristiano Ronaldo,cristiano-ronaldo
I don't have to show anything to anyone. There is nothing to prove.,Cristiano Ronaldo,cristiano-ronaldo
"Why lie? I'm not going to be a hypocrite and say the opposite of what I think, like some others do.",Cristiano Ronaldo,cristiano-ronaldo
I think sometimes the best training is to rest.,Cristiano Ronaldo,cristiano-ronaldo
"When you lose a person you love so much, surviving the loss is difficult.",Cristiano Ronaldo,cristiano-ronaldo
"There are people out there who hate me and who say I'm arrogant, vain, and whatever. That's all part of my success. I am made to be the best.",Cristiano Ronaldo,cristiano-ronaldo
"In football, I don't have a lot of friends. The people who I really trust, there are not many... Most of the time, I'm alone.",Cristiano Ronaldo,cristiano-ronaldo
I don't like being alone.,Cristiano Ronaldo,cristiano-ronaldo
"I'm proud to play for Real Madrid because I have fun; when you no longer have fun it's a sign that it's time to leave. For now though, I'm happy here at the greatest club in the world.",Cristiano Ronaldo,cristiano-ronaldo
